val,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11
0.0007149196935279957,0.3333333333333333,0.0,2.1,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.0007149196935279957,0.3333333333333333,0.0,2.1,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.0007149196935279957,0.3333333333333333,0.0,2.1,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.0007149196935279957,0.3333333333333333,0.0,2.1,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.0007149196935279957,0.3333333333333333,0.0,2.1,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.0007149196935279957,0.3333333333333333,0.0,2.1,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.0007149196935279957,0.3333333333333333,0.0,2.1,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.0007149196935279957,0.3333333333333333,0.0,2.1,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.0007149196935279957,0.3333333333333333,0.0,2.1,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.0007149196935279957,0.3333333333333333,0.0,2.1,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.0007149196935279957,0.3333333333333333,0.0,2.1,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.0007149196935279957,0.3333333333333333,0.0,2.1,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.0007149196935279957,0.3333333333333333,0.0,2.1,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.0007149196935279957,0.3333333333333333,0.0,2.1,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.0007149196935279957,0.3333333333333333,0.0,2.1,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.0007744088199260531,0.3333333333333333,0.0,2.1,0.0,4.0,0.0,4.6141263829011105,0.0,4.0,0.0,1.0,0.0
0.0007744088199260531,0.3333333333333333,0.0,2.1,0.0,4.0,0.0,4.6141263829011105,0.0,4.0,0.0,1.0,0.0
0.0007744088199260531,0.3333333333333333,0.0,2.1,0.0,4.0,0.0,4.6141263829011105,0.0,4.0,0.0,1.0,0.0
0.0008763295855424038,0.3333333333333333,0.0,2.1,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,0.0
0.0013036518542867805,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,0.0
0.0013036518542867805,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,0.0
0.0013036518542867805,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,0.0
0.0013036518542867805,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,0.0
0.0013036518542867805,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,0.0
0.0013036518542867805,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,0.0
0.0013036518542867805,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,0.0
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
0.0015582824611820201,0.3333333333333333,0.0,2.4635174790411534,0.0,4.0,0.0,4.6141263829011105,0.0,2.7969171352329933,0.0,1.0,-1.3654987437586263
