val,time,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11
1.639313447573898e-05,0,0.3333333333333333,0.0,2.1,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.00012276305967869516,1.5005268919994705,0.8669548201746449,0.0,2.1,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.00017181406433952793,1.5471570339996106,0.8669548201746449,0.0,-1.5756448074140557,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.00017181406433952793,1.2047557229998347,0.8669548201746449,0.0,-1.5756448074140557,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.00017181406433952793,1.264763003000553,0.8669548201746449,0.0,-1.5756448074140557,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.00017181406433952793,1.0940322330006893,0.8669548201746449,0.0,-1.5756448074140557,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.00017181406433952793,1.214069551000648,0.8669548201746449,0.0,-1.5756448074140557,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.00017181406433952793,1.098578469000131,0.8669548201746449,0.0,-1.5756448074140557,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.00017181406433952793,1.040767431999484,0.8669548201746449,0.0,-1.5756448074140557,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.00017181406433952793,1.248542686998917,0.8669548201746449,0.0,-1.5756448074140557,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.00017181406433952793,1.1165198270009569,0.8669548201746449,0.0,-1.5756448074140557,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.00017181406433952793,1.1550152839990915,0.8669548201746449,0.0,-1.5756448074140557,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.00017181406433952793,1.183318142000644,0.8669548201746449,0.0,-1.5756448074140557,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
0.00017181406433952793,1.2178755439999804,0.8669548201746449,0.0,-1.5756448074140557,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
