val,time,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10
6.83605664739725,0,1.0,1.0,0.0,1.0,0.0,1.0,-3.141592653589793,1.0,-3.141592653589793,0.0,0.0
13.581424980417065,1.039660923000156,1.0,1.0,0.0,1.0,6.965358446559453,1.0,-3.141592653589793,1.0,-3.141592653589793,0.0,0.0
19.29490053276326,1.4247563029998673,1.0,1.0,0.0,1.0,5.153858204748163,1.0,-3.141592653589793,1.0,-3.141592653589793,0.0,0.0
20.407904032359742,1.1803713829999651,1.0,1.0,0.0,1.0,5.153858204748163,1.0919723620369717,-3.141592653589793,1.0,-3.141592653589793,0.0,0.0
20.407904032359742,1.3149480040001436,1.0,1.0,0.0,1.0,5.153858204748163,1.0919723620369717,-3.141592653589793,1.0,-3.141592653589793,0.0,0.0
20.407904032359742,1.0759987930000534,1.0,1.0,0.0,1.0,5.153858204748163,1.0919723620369717,-3.141592653589793,1.0,-3.141592653589793,0.0,0.0
58.04855063544777,0.9219013389997599,1.0,1.0,0.0,1.0,5.153858204748163,1.0919723620369717,-3.141592653589793,1.0,-3.141592653589793,0.0,-3.8410569801302974
66.29890692141903,0.9327841360000093,1.0,1.0,0.0,1.0,5.153858204748163,1.0919723620369717,-3.141592653589793,3.0621137964558445,-3.141592653589793,0.0,-3.8410569801302974
72.85826478572595,0.951289050000014,1.0,1.0,0.0,1.0,5.153858204748163,1.0919723620369717,-3.141592653589793,3.0621137964558445,-3.141592653589793,0.0,-3.0197937837676836
72.85826478572595,0.9264117630000328,1.0,1.0,0.0,1.0,5.153858204748163,1.0919723620369717,-3.141592653589793,3.0621137964558445,-3.141592653589793,0.0,-3.0197937837676836
72.85826478572595,0.9318631649998679,1.0,1.0,0.0,1.0,5.153858204748163,1.0919723620369717,-3.141592653589793,3.0621137964558445,-3.141592653589793,0.0,-3.0197937837676836
72.85826478572595,0.9276607159999912,1.0,1.0,0.0,1.0,5.153858204748163,1.0919723620369717,-3.141592653589793,3.0621137964558445,-3.141592653589793,0.0,-3.0197937837676836
72.85826478572595,0.9746455270001206,1.0,1.0,0.0,1.0,5.153858204748163,1.0919723620369717,-3.141592653589793,3.0621137964558445,-3.141592653589793,0.0,-3.0197937837676836
72.85826478572595,1.0071319489998132,1.0,1.0,0.0,1.0,5.153858204748163,1.0919723620369717,-3.141592653589793,3.0621137964558445,-3.141592653589793,0.0,-3.0197937837676836
72.85826478572595,0.9371590739997373,1.0,1.0,0.0,1.0,5.153858204748163,1.0919723620369717,-3.141592653589793,3.0621137964558445,-3.141592653589793,0.0,-3.0197937837676836
72.85826478572595,0.954032917999939,1.0,1.0,0.0,1.0,5.153858204748163,1.0919723620369717,-3.141592653589793,3.0621137964558445,-3.141592653589793,0.0,-3.0197937837676836
72.85826478572595,0.9476595350001844,1.0,1.0,0.0,1.0,5.153858204748163,1.0919723620369717,-3.141592653589793,3.0621137964558445,-3.141592653589793,0.0,-3.0197937837676836
76.19695768965168,0.9313395110002602,1.0,1.0,0.0,1.0,7.006368773904206,1.0919723620369717,-3.141592653589793,3.0621137964558445,-3.141592653589793,0.0,-3.0197937837676836
76.19695768965168,0.9630149280001206,1.0,1.0,0.0,1.0,7.006368773904206,1.0919723620369717,-3.141592653589793,3.0621137964558445,-3.141592653589793,0.0,-3.0197937837676836
82.38786463241958,0.949449249999816,1.0,1.0,0.0,1.0,7.006368773904206,1.0919723620369717,-3.141592653589793,6.407661852782817,-3.141592653589793,0.0,-3.0197937837676836
82.38786463241958,0.9580836479999562,1.0,1.0,0.0,1.0,7.006368773904206,1.0919723620369717,-3.141592653589793,6.407661852782817,-3.141592653589793,0.0,-3.0197937837676836
91.29068838298483,0.929717372000141,1.0,1.0,0.0,1.0,7.006368773904206,1.0919723620369717,-3.141592653589793,10.0,-3.141592653589793,0.0,-3.0197937837676836
91.29068838298483,0.9359162509999805,1.0,1.0,0.0,1.0,7.006368773904206,1.0919723620369717,-3.141592653589793,10.0,-3.141592653589793,0.0,-3.0197937837676836
92.20667996869452,0.9584019530002479,1.0,1.0,0.0,1.0,7.006368773904206,1.0919723620369717,-3.141592653589793,10.0,-0.04147794306326835,0.0,-3.0197937837676836
98.89053629474034,0.9601265159999457,1.0,1.0,0.0,1.0,7.006368773904206,8.560923043763367,-3.141592653589793,10.0,-0.04147794306326835,0.0,-3.0197937837676836
98.89053629474034,0.9756772010000532,1.0,1.0,0.0,1.0,7.006368773904206,8.560923043763367,-3.141592653589793,10.0,-0.04147794306326835,0.0,-3.0197937837676836
98.89053629474034,0.9610335910001595,1.0,1.0,0.0,1.0,7.006368773904206,8.560923043763367,-3.141592653589793,10.0,-0.04147794306326835,0.0,-3.0197937837676836
98.89053629474034,0.9461205439997684,1.0,1.0,0.0,1.0,7.006368773904206,8.560923043763367,-3.141592653589793,10.0,-0.04147794306326835,0.0,-3.0197937837676836
98.89053629474034,0.9538729450000574,1.0,1.0,0.0,1.0,7.006368773904206,8.560923043763367,-3.141592653589793,10.0,-0.04147794306326835,0.0,-3.0197937837676836
98.89053629474034,0.9594999259998076,1.0,1.0,0.0,1.0,7.006368773904206,8.560923043763367,-3.141592653589793,10.0,-0.04147794306326835,0.0,-3.0197937837676836
98.89053629474034,1.0552290770001491,1.0,1.0,0.0,1.0,7.006368773904206,8.560923043763367,-3.141592653589793,10.0,-0.04147794306326835,0.0,-3.0197937837676836
