val,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8
0.0003077051972000342,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.0
0.0003077051972000342,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.0
0.0003077051972000342,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.0
0.0003077051972000342,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.0
0.0003077051972000342,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.0
0.0003077051972000342,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.0
0.0003077051972000342,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.0
0.0003077051972000342,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.0
0.0003077051972000342,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.0
0.0003077051972000342,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.0
0.00035086851640364874,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,3.9336103230924255,0.0
0.0003874654786645891,1.0,1.0,1.0,-7.792928525946506,1.0,0.3333333333333333,0.3333333333333333,3.9336103230924255,0.0
0.0003874654786645891,1.0,1.0,1.0,-7.792928525946506,1.0,0.3333333333333333,0.3333333333333333,3.9336103230924255,0.0
0.0003874654786645891,1.0,1.0,1.0,-7.792928525946506,1.0,0.3333333333333333,0.3333333333333333,3.9336103230924255,0.0
0.0003874654786645891,1.0,1.0,1.0,-7.792928525946506,1.0,0.3333333333333333,0.3333333333333333,3.9336103230924255,0.0
0.00040422216011217296,1.0,1.0,1.0,-7.792928525946506,1.0,0.9229025644078159,0.3333333333333333,3.9336103230924255,0.0
0.00040422216011217296,1.0,1.0,1.0,-7.792928525946506,1.0,0.9229025644078159,0.3333333333333333,3.9336103230924255,0.0
0.00040422216011217296,1.0,1.0,1.0,-7.792928525946506,1.0,0.9229025644078159,0.3333333333333333,3.9336103230924255,0.0
